Date/Time,Latitude,Longitude,License Plate,License State
1462534750000,39.29412280609753,-76.671134987095,60027 B/Y,MD
1462534783000,39.28705898388586,-76.6723688562361,87082 B/Y,MD
1462534836000,39.29412371493941,-76.67112160697415,14563 C/C,MD
1462535016000,39.294122325705516,-76.67114205950601,A822218,MD
1462535187000,39.294121000332005,-76.67116218293742,KUI744,MD
1462535217000,39.29422062383894,-76.67120315201252,A039346,MD
1462535362000,39.294118444253726,-76.67120175440454,A336369,MD
1462535367000,39.294122241873936,-76.67114329368843,76805 B/Y,MD
1462535402000,39.294120706888364,-76.67116672583255,A337918,MD
1462535468000,39.294118344111,-76.67120330474627,A345142,MD
1462535490000,39.294118644807355,-76.67119864956959,QYF155,MD
1462535504000,39.29412454288122,-76.67110941787749,12177 C/A,MD
1462535553000,39.29412278937896,-76.67113523322855,A709118,MD
1462535635000,39.28378663294099,-76.67876009143251,A962522,MD
1462535640000,39.29422194061743,-76.67117155332865,25384 C/A,MD
1462535655000,39.29422038741203,-76.67122602795186,9CLU89,MD
1462535717000,39.29412020877846,-76.67117443723164,8M/D 8605,MD
1462535751000,39.29412133422449,-76.6711570138408,VKC642,MD
1462535929000,39.29422072440259,-76.67119342178256,7L/O7301,MD
1462535941000,39.29411970520256,-76.67118223325153,8CNS021,MD
1462535984000,39.294120887644866,-76.6711639274832,1CMJ52,MD
1462535993000,39.28378937526797,-76.67877608731992,NPB482,MD
1462535995000,39.29412034710387,-76.67117229577161,5CNV028,MD
1462508131000,39.28578067156369,-76.67336394400674,XYT592,MD
1462530027000,39.29412274542135,-76.67113588037984,SIF262,MD
1462530378000,39.28495647968639,-76.67581301083516,ONM336,MD
1462531346000,39.29411992184586,-76.67117887932716,OZS255,MD
1462531356000,39.294121684706425,-76.67115158791766,27933 C/B,MD
1462531368000,39.28632216337797,-76.67376447865449,04299 C/A,MD
1462531387000,39.29422007316295,-76.67125643372631,NQH327,MD
1462531444000,39.28712485814355,-76.67237175573055,9CNW772,MD
1462531636000,39.28631065892885,-76.67374932904177,A899624,MD
1462531689000,39.294119198695654,-76.67119007464727,CRL063,MD
1462531695000,39.294116880538844,-76.6712259627758,5CMA81,MD
1462531723000,39.29422170060034,-76.67117536020031,2S/C9805,MD
1462531734000,39.28704141817511,-76.67236808307095,A953262,MD
1462531789000,39.29411971251925,-76.67118211997949,9CNX058,MD
1462531817000,39.29411704959952,-76.67122334549333,RIM909,MD
1462531908000,39.28633227254594,-76.67377788803546,A286835,MD
1462531917000,39.29412103156039,-76.67116169948082,2CNK543,MD
1462531985000,39.28705939345123,-76.67236887426337,LXK724,MD
1462532007000,39.287032515586695,-76.67236769121824,9B/U8650,MD
1462532031000,39.28705905141442,-76.6723688592084,A175190,MD
1462532232000,39.294121158793104,-76.67115972975046,97554 C/A,MD
1462532255000,39.29411851590756,-76.6712006451085,89281 C/B,MD
1462532264000,39.287113604956915,-76.67237126041488,HAR203,MD
1462532303000,39.28635425335491,-76.67380704464286,A315242,MD
1462532330000,39.29422008500336,-76.6712552880845,97755 C/B,MD
1462532451000,39.28707458380678,-76.67236954287586,A113196,MD
1462532505000,39.28711469067036,-76.6723713082032,98368 C/B,MD
1462532535000,39.29412207064596,-76.67114581453498,44155 C/A,MD
1462532535000,39.294124026590495,-76.67111701879513,SLY116,MD
1462532548000,39.283782055500126,-76.67873339139665,A194606,MD
1462532635000,39.28710027946746,-76.67237067388557,JRJ362,MD
1462532647000,39.28713317422808,-76.67237212176794,8BMS23,MD
1462532651000,39.29412272582517,-76.67113616887806,8CLP66,MD
1462532678000,39.28711922917431,-76.67237150796814,71846 C/B,MD
1462532863000,39.28707986466884,-76.67236977531613,A662518,MD
1462532894000,39.28704631104443,-76.67236829843348,2R/T0679,MD
1462533212000,39.28703139317805,-76.67236764181476,WDW674,MD
1462533422000,39.29412077832011,-76.67116561997477,8BLJ02,MD
1462533742000,39.28578067156369,-76.67336394400674,BMT151,MD
1462533837000,39.2863514004596,-76.6732991592082,8CLQ13,MD
1462533889000,39.29422041500504,-76.67122335813744,DGE712,MD
1462534643000,39.294220454401014,-76.67121954630447,A222120,MD
1462534649000,39.29412025456883,-76.67117372833619,3Y/J8523,MD
1462534775000,39.285791904520416,-76.67483327071385,1M/D 2941,MD
1462534814000,39.29412452626691,-76.67110966247601,WZP355,MD
1462534922000,39.29411817430213,-76.67120593361172,05149 C/C,MD
1462535053000,39.29411858378332,-76.67119959430212,A783640,MD
1462535055000,39.294118385302745,-76.67120266704357,PKG831,MD
1462535064000,39.29412188123737,-76.67114860303971,MVU577,MD
1462535067000,39.29422348178502,-76.67114710912321,EGF185,MD
1462535104000,39.294220312536474,-76.67123327268085,6CNB636,MD
1462535142000,39.29422127608411,-76.67118209338237,2CNF168,MD
1462535154000,39.294124429261906,-76.6711110905999,6AMV46,MD
1462535299000,39.29422045102042,-76.67121987339974,66986 C/C,MD
1462535367000,39.29412374883807,-76.67112110791251,A688482,MD
1462535427000,39.29422062383894,-76.67120315201252,A595779,MD
1462535437000,39.294119965335916,-76.67117820604363,1AMN05,MD
1462535486000,39.29422356930916,-76.67114572091721,8CLN21,MD
1462535496000,39.29422125319492,-76.67118245642398,5AMV87,MD
1462535590000,39.294123679593845,-76.6711221273374,A888452,MD
1462535688000,39.28636091890391,-76.67381588620985,35166 C/C,MD
1462535700000,39.29422223461882,-76.671166890221,A881076,MD
1462535701000,39.29422067894729,-76.67119781989736,4BLB47,MD
1462535725000,39.294120440154494,-76.67117085522501,1BLM12,MD
1462535808000,39.294120042381955,-76.67117701326924,37556 C/B,MD
1462535922000,39.28712387548838,-76.6723717124784,67467 C/C,MD
1462535939000,39.29412037141343,-76.67117191942752,CGP947,MD
1462535950000,39.294119469181574,-76.67118588716808,4CNR331,MD
1462535966000,39.29412190295152,-76.67114828336044,0X/G4726,MD
1462514879000,39.2858309089052,-76.67344015741178,5D/L4636,MD
1462518492000,39.28477458910591,-76.67601140468153,96177 C/A,MD
1462522143000,39.28457253833773,-76.67623726572569,33116 C/C,MD
1462524959000,39.28567559659376,-76.6749608045409,8CND784,MD
1462525040000,39.29411730850904,-76.67121933723209,A442307,MD
1462526473000,39.2863514004596,-76.6732991592082,A955501,MD
1462528149000,39.286323300705696,-76.67376598727131,A391705,MD
1462528401000,39.28567559659376,-76.6749608045409,7B/A9937,MD
1462528899000,39.28592071542827,-76.67409694425794,A195642,MD
1462529974000,39.28451205573277,-76.67630418505571,A209813,MD
1462530222000,39.29411971977238,-76.67118200769143,MCC703,MD
1462530838000,39.29412195885671,-76.67114746031498,A447210,MD
1462530922000,39.2837765421925,-76.6787012324861,A338932,MD
1462531041000,39.28514186638445,-76.67611690561439,A521844,MD
1462531047000,39.2863359251974,-76.67378273312214,PXY329,MD
1462531160000,39.2941213883039,-76.67115617662027,3M/D 5613,MD
1462531213000,39.294120734815316,-76.67116629348648,A403260,MD
1462531215000,39.294122812611924,-76.6711348911891,LRR172,MD
1462531322000,39.28519646507279,-76.67548670253923,8CNO555,MD
1462531540000,39.294120969055385,-76.67116266714082,2K/A0553,MD
1462531552000,39.28540526028343,-76.67525762942823,92426 C/C,MD
1462531716000,39.28495647968639,-76.67581301083516,A137206,MD
1462531908000,39.28631323443844,-76.67375263479629,55785 C/A,MD
1462532057000,39.287141461080765,-76.67237248651865,81328 B/Y,MD
1462532058000,39.28710920379921,-76.67237106669532,A730964,MD
1462532068000,39.29422056782072,-76.6712085721624,4BLW77,MD
1462532106000,39.29411906345735,-76.67119216831472,FBX531,MD
1462532257000,39.287090323539424,-76.6723702356695,A397138,MD
1462532350000,39.28378937526797,-76.67877608731992,4CME01,MD
1462532354000,39.28705975165624,-76.67236889002997,A734863,MD
1462532360000,39.28377697698579,-76.67870376861859,A006552,MD
1462532429000,39.28378423450229,-76.67874610143217,A300606,MD
1462532490000,39.29422267267289,-76.67115994231759,97114 B/Y,MD
1462532500000,39.29422308500173,-76.67115340243757,6AMI81,MD
1462532657000,39.294120868079425,-76.67116423038208,A080660,MD
1462533757000,39.285256086642306,-76.67542129145752,18116 C/A,MD
1462533973000,39.29422321280912,-76.67115137530567,68007 C/B,MD
1462534039000,39.2863514004596,-76.6732991592082,DHI602,MD
1462534402000,39.283785572296786,-76.6787539047358,7CNW306,MD
1462534426000,39.294221181953866,-76.67118358636658,3AMW34,MD
1462534440000,39.2837833973989,-76.67874121864038,71377 C/B,MD
1462534660000,39.2941169364823,-76.67122509669728,FUT071,MD
1462535004000,39.29412371493941,-76.67112160697415,NBA673,MD
1462535073000,39.29411969709535,-76.67118235876187,A039632,MD
1462535150000,39.29412355157719,-76.67112401201986,15348 C/C,MD
1462535257000,39.29422043037362,-76.67122187112112,A471858,MD
1462535280000,39.294121158793104,-76.67115972975046,4M/D 8773,MD
1462535334000,39.29412376454296,-76.67112087670246,A371111,MD
1462535353000,39.294119198695654,-76.67119007464727,2ALG21,MD
1462535356000,39.29422067894729,-76.67119781989736,6M/D 8422,MD
1462535384000,39.29411730850904,-76.67121933723209,A660832,MD
1462535389000,39.29412419272909,-76.67111457287511,YDY991,MD
1462535443000,39.2942203237948,-76.67123218336029,82431 C/A,MD
1462535477000,39.294119677851576,-76.6711826566808,USJ575,MD
1462535506000,39.294123747590234,-76.67112112628332,3AMR94,MD
1462535509000,39.28637509635669,-76.67383469199744,A160449,MD
1462535531000,39.29412335284182,-76.67112693783487,11201 C/A,MD
1462535539000,39.29422067856471,-76.6711978569148,FOE979,MD
1462535648000,39.29422125319492,-76.67118245642398,76718 C/B,MD
1462535675000,39.28377968529316,-76.67871956607092,2AMX79,MD
1462535708000,39.29411747124641,-76.67121681784272,9ALN91,MD
1462535831000,39.294120330331175,-76.67117255543502,1BMG06,MD
1462535930000,39.29412195885671,-76.67114746031498,67994 B/Y,MD
1462535983000,39.29412117801799,-76.67115943212382,2CNP635,MD
1462510264000,39.288344206294624,-76.65259041531078,VLK227,MD
1462511491000,39.28055891623352,-76.66035820037926,8A/S6397,MD
1462511718000,39.29312748033617,-76.66136990581796,MYQ945,MD
1462511952000,39.2931297111472,-76.66133913773173,45609 C/A,MD
1462512465000,39.28054874292843,-76.66037919803892,8L/A3392,MD
1462512715000,39.29325190311375,-76.66129574002811,WRZ915,MD
1462512945000,39.2931297111472,-76.66133913773173,A983319,MD
1462512957000,39.28077822463851,-76.65876140200011,A469811,MD
1462513266000,39.29312748033617,-76.66136990581796,PXW706,MD
1462514445000,39.29141320251792,-76.6500847810713,A426357,MD
1462514875000,39.28924386478966,-76.65111702063149,A442346,MD
1462515355000,39.296258633889174,-76.65930052056227,7CNI117,MD
1462515510000,39.280546764477116,-76.66038328155427,69840 C/B,MD
1462515766000,39.28954550829228,-76.65129180561782,XDW697,MD
1462515843000,39.294945122810525,-76.6504443994438,A991829,MD
1462516279000,39.280546764477116,-76.66038328155427,A073363,MD
1462516391000,39.29458483341338,-76.66024678279176,85698 C/A,MD
1462518422000,39.2907218507531,-76.65054472574685,RWE112,MD
1462518423000,39.29142520113286,-76.64978745084194,A670119,MD
1462518764000,39.2907218507531,-76.65054472574685,A112501,MD
1462521599000,39.279601555185494,-76.65913085836969,GVW323,MD
1462521712000,39.28981872431482,-76.65114274123835,UPL365,MD
1462523505000,39.279601555185494,-76.65913085836969,9V/L2785,MD
1462527125000,39.28366337741537,-76.65605502696056,2CMC58,MD
1462527247000,39.292432171108025,-76.6619324119239,A052116,MD
1462527397000,39.28982013656537,-76.65110023128508,5CLO11,MD
1462528069000,39.292446592844094,-76.6619420480533,76324 C/C,MD
1462528241000,39.29240053880537,-76.66191127626033,66304 C/B,MD
1462528259000,39.29241795059761,-76.66192291024686,2ALF86,MD
1462529285000,39.29237242998346,-76.66189249487063,A675251,MD
1462529500000,39.29238418099976,-76.66190034651298,9CNM817,MD
1462530183000,39.28962358104875,-76.65150897858845,A225904,MD
1462530225000,39.284281366046,-76.65597507923374,JHH937,MD
1462530280000,39.279836605489976,-76.65968224768636,JHH937,MD
1462530680000,39.28987248283151,-76.65138978629332,3AMO82,MD
1462530806000,39.28750962106265,-76.65324907581382,1M/D 2201,MD
1462531073000,39.28222406901141,-76.65771838734774,NHP845,MD
1462531074000,39.29313065082688,-76.66132383190498,4CNY591,MD
1462531123000,39.29304149093649,-76.64870654010129,RYW289,MD
1462531153000,39.28222145442117,-76.65772244106569,10333 C/B,MD
1462531257000,39.29378991280573,-76.64866765979453,NBN601,MD
1462531339000,39.28750560733721,-76.65324260921717,7CNA557,MD
1462531457000,39.28754827241488,-76.65331134781239,VYI321,MD
1462531502000,39.29378864744004,-76.64869492410305,9AMY35,MD
1462531514000,39.28221684431095,-76.6577295886815,25542 B/Y,MD
1462531598000,39.29764675412566,-76.65648633381849,OVZ338,MD
1462531711000,39.286276681087024,-76.65429468816579,39593 C/A,MD
1462531720000,39.295031281581004,-76.6506045149546,A725251,MD
1462531722000,39.28222935963461,-76.65771036424047,GRQ927,MD
1462531736000,39.28750830473944,-76.65324695505808,A667073,MD
1462531778000,39.287501611058175,-76.6532361707288,61636 B/Y,MD
1462531782000,39.28227211065148,-76.65764566701935,FMX123,MD
1462531851000,39.29124611060232,-76.65024233736528,A461272,MD
1462531874000,39.28754001237039,-76.65329803988269,A690075,MD
1462531875000,39.287499632681296,-76.65323298332459,JCW224,MD
1462531894000,39.28750359026642,-76.65323935947241,ZWP345,MD
1462531898000,39.28224808781442,-76.65768202196281,DCU207,MD
1462531916000,39.27983046180577,-76.65967872902743,XTT224,MD
1462531994000,39.28223658948078,-76.65769942295789,02817 B/Y,MD
1462532052000,39.28749267363979,-76.65322177146788,KTK658,MD
1462532072000,39.29115938779765,-76.65023769015023,13323 B/Y,MD
1462532098000,39.29243182600927,-76.66193218134028,A453138,MD
1462532107000,39.282233609290536,-76.6577039330267,96649 C/C,MD
1462532147000,39.287491632231124,-76.6532200936327,A828996,MD
1462532157000,39.28754169968309,-76.65330075834731,MGU702,MD
1462532278000,39.29378915758813,-76.64868393215417,HND661,MD
1462532310000,39.27980994434975,-76.65966697810933,QGV934,MD
1462532313000,39.28750860052738,-76.6532474316082,7BMT46,MD
1462532363000,39.287516278847,-76.65325980230885,QKP203,MD
1462532411000,39.29632849740059,-76.65332598244899,A151050,MD
1462532524000,39.279826865028134,-76.65967666905277,A137685,MD
1462532635000,39.29285007402424,-76.64882759519452,A052078,MD
1462532659000,39.29379087421909,-76.64864694462032,YTU823,MD
1462532662000,39.29312429948333,-76.66141636532491,LOE256,MD
1462532678000,39.29237350139107,-76.66189321074994,8AMG46,MD
1462532683000,39.28750876209231,-76.65324769190882,9CMO35,MD
1462532782000,39.29241819790172,-76.66192307548732,A208279,MD
1462532801000,39.291423544923255,-76.64983649965473,A894191,MD
1462532884000,39.29241771859691,-76.66192275523163,1T/D0574,MD
1462533132000,39.292466642160484,-76.66195544434666,15777 C/A,MD
1462533302000,39.2797814188834,-76.65965064078082,3CNS337,MD
1462533474000,39.29242241018555,-76.66192588999675,7CMC64,MD
1462533498000,39.282227766794044,-76.65771277476462,9BLE73,MD
1462533893000,39.29284753381235,-76.64892807788723,43513 C/B,MD
1462534136000,39.28221770492234,-76.65772825437077,4S/C1921,MD
1462534325000,39.292429065715275,-76.66193033700267,57904 B/Y,MD
1462534412000,39.287990993521355,-76.65287148274582,24071 C/A,MD
1462534547000,39.29304177446731,-76.64869898434475,7CNM143,MD
1462534585000,39.28789111169501,-76.65296553044938,6AMQ38,MD
1462534604000,39.28226820614662,-76.65765157589902,89830 C/A,MD
1462534714000,39.282215960847566,-76.65773095842248,4G/T3353,MD
1462534991000,39.28962617455519,-76.65143339583919,4CLN41,MD
1462535038000,39.28224776951316,-76.6576825036638,5X/I7818,MD
1462535071000,39.28987573540124,-76.65129541703281,9CNV779,MD
1462535110000,39.28754475520852,-76.65330568116798,A156554,MD
1462535153000,39.28750770672979,-76.65324599159229,5BMI14,MD
1462535275000,39.28225816080235,-76.65766677801366,0L/V3236,MD
1462535346000,39.287885944899834,-76.65304225778318,47634 C/C,MD
1462535406000,39.287507819290774,-76.65324617294164,ECW058,MD
1462535407000,39.292385990151274,-76.66190155532848,67870 C/A,MD
1462535410000,39.287492404961675,-76.65322133859499,8ALU88,MD
1462535485000,39.29284884781819,-76.64887610000078,8ALH35,MD
1462535488000,39.29564177271362,-76.65945821399065,A984408,MD
1462535491000,39.28962429369974,-76.6515792071571,TIO265,MD
1462535492000,39.29237633822077,-76.66189510622618,95500 C/C,MD
1462535497000,39.28683327421599,-76.65390911872322,3AMQ93,MD
1462535508000,39.282250252147506,-76.65767874657088,TDW612,MD
1462535536000,39.29378609276003,-76.64874996873134,CQM582,MD
1462535540000,39.29471898487623,-76.64975456780098,FUS086,MD
1462535546000,39.29243042840796,-76.66193124750907,A581807,MD
1462535575000,39.29303960424417,-76.64875681818955,A709874,MD
1462535602000,39.282255940481676,-76.65767013813438,4CNE317,MD
1462535612000,39.28226571592098,-76.65765534448023,4CNH422,MD
1462535624000,39.292847325459796,-76.64893631965069,9ALP61,MD
1462535706000,39.28749267363979,-76.65322177146788,5BMV36,MD
1462535729000,39.28221771945444,-76.65772823183988,4AMA19,MD
1462535761000,39.27982114675667,-76.65967339403956,A247615,MD
1462535788000,39.27976673657875,-76.6596422318163,7Y/Z3940,MD
1462535791000,39.29117047777643,-76.65023834225839,53569 C/C,MD
1462535804000,39.29241628328825,-76.66192179620562,78241 C/B,MD
1462535843000,39.292019066223894,-76.64956682942557,A894191,MD
1462535846000,39.29312623692532,-76.6613870553531,24186 B/Y,MD
1462535850000,39.28750777897864,-76.65324610799391,JRA387,MD
1462535853000,39.29116885256589,-76.65023824669346,KLQ436,MD
1462535917000,39.29239712281045,-76.66190899380496,EFY481,MD
1462535944000,39.28753751137896,-76.6532940104833,2E/W4047,MD
1462535945000,39.28223353033875,-76.65770405250832,1CNC726,MD
1462507523000,39.2932522153631,-76.66128312768966,97361 C/A,MD
1462508990000,39.289811286075484,-76.65131272143783,4AML99,MD
1462510596000,39.28054874292843,-76.66037919803892,15189 C/C,MD
1462511599000,39.29325190311375,-76.66129574002811,8BLQ64,MD
1462511768000,39.28055891623352,-76.66035820037926,3CNE358,MD
1462511805000,39.28055891623352,-76.66035820037926,A712053,MD
1462512577000,39.29312748033617,-76.66136990581796,2BMJ58,MD
1462512824000,39.29312748033617,-76.66136990581796,VDE891,MD
1462512862000,39.28055891623352,-76.66035820037926,A951272,MD
1462512922000,39.287008784406886,-76.66545943922694,7ALX98,MD
1462512938000,39.28458394847337,-76.6557262414843,58032 C/A,MD
1462513028000,39.28055891623352,-76.66035820037926,0J/V7498,MD
1462514023000,39.28705013721695,-76.66538195625266,3Y/N0238,MD
1462515196000,39.280546764477116,-76.66038328155427,7CNH461,MD
1462515989000,39.29312350439787,-76.66142983562037,5CNP036,MD
1462518606000,39.28908452755153,-76.65136179962764,45317 C/C,MD
1462521319000,39.29141847310934,-76.64998576496544,8BLQ68,MD
1462521986000,39.2845381457552,-76.65572378976788,99728 C/A,MD
1462524741000,39.287891186982414,-76.65296450797183,FLN786,MD
1462524903000,39.2937878843614,-76.64871136584128,A829740,MD
1462525347000,39.28227546905069,-76.6576405845883,2CNB875,MD
1462526140000,39.28061397170217,-76.65887669319406,48540 C/A,MD
1462526271000,39.29143857123792,-76.64939159368332,HUH173,MD
1462527099000,39.29764521194982,-76.65653298213557,2A/C0668,MD
1462528378000,39.292405120928066,-76.66191433788391,BML395,MD
1462528547000,39.29243803217775,-76.6619363280978,KYD079,MD
1462528566000,39.28750830473944,-76.65324695505808,RAW322,MD
1462528777000,39.29245450610305,-76.6619473354325,VGH983,MD
1462528856000,39.29244424895003,-76.66194048194042,5Q/M8719,MD
1462530213000,39.28752647408608,-76.65327622807087,17611 C/C,MD
1462530255000,39.28223035290578,-76.65770886107425,BGW381,MD
1462530286000,39.28754144911091,-76.65330035464525,5AMX46,MD
1462530526000,39.279772045102696,-76.65964527215571,66052 C/A,MD
1462530601000,39.28223363230631,-76.65770389819578,6K/J2579,MD
1462530695000,39.293039892506464,-76.64874913634515,A465141,MD
1462530718000,39.28683471232448,-76.65387965093399,A770801,MD
1462530793000,39.28225608274255,-76.657669922844,A050930,MD
1462531025000,39.28543889500099,-76.65403212447829,7CNF813,MD
1462531153000,39.27976021012916,-76.65963849393698,9BLV73,MD
1462531180000,39.28221586584333,-76.65773110571912,A980108,MD
1462531292000,39.29304217684019,-76.64868826158995,7BLJ21,MD
1462531669000,39.29371009532121,-76.64869821722192,30628 B/Y,MD
1462531707000,39.287492551043236,-76.65322157395003,A441481,MD
1462531720000,39.28750531221933,-76.65324213374662,SYT246,MD
1462531827000,39.282259317701474,-76.6576650272212,A178385,MD
1462531922000,39.29483100317326,-76.64904299960321,DGQ835,MD
1462531946000,39.282255184042704,-76.65767128289076,51351 C/A,MD
1462531983000,39.287891763762744,-76.65295667472284,3A/V9028,MD
1462532005000,39.292452599616404,-76.66194606158086,9M/D 4173,MD
1462532070000,39.29241034093639,-76.66191782572167,A640854,MD
1462532132000,39.287492125922995,-76.65322088902995,A799934,MD
1462532209000,39.2842209813912,-76.65597153448019,2BMQ17,MD
1462532217000,39.28221721964758,-76.65772900675138,62544 B/Y,MD
1462532228000,39.29284844609854,-76.64889199075097,8AMV12,MD
1462532237000,39.293788189347964,-76.64870479442261,A317137,MD
1462532250000,39.28753879959777,-76.65329608595945,4CNQ772,MD
1462532264000,39.2797841160726,-76.65965218553615,2BMQ17,MD
1462532275000,39.27978754073012,-76.65965414693282,8F/K2368,MD
1462532278000,39.28222965355996,-76.65770991942875,A040655,MD
1462532410000,39.279823726716025,-76.65967487165408,5CNK841,MD
1462532444000,39.2875406289555,-76.65329903327579,2CNR355,MD
1462532482000,39.293788958357354,-76.64868822489693,A066934,MD
1462532508000,39.27976264434972,-76.65963988808285,90957 C/A,MD
1462532544000,39.292457391719935,-76.66194926350674,99742 C/C,MD
1462532572000,39.279749936310466,-76.65963260983507,2AMZ67,MD
1462532574000,39.29378647897747,-76.64874164706482,A894070,MD
1462532625000,39.28225353115221,-76.65767378429143,ZRM318,MD
1462532631000,39.287505928340806,-76.65324312639277,6M/D 9410,MD
1462532674000,39.29242029565812,-76.66192447713911,CWP092,MD
1462532703000,39.27984736023533,-76.65968840722836,A067153,MD
1462532772000,39.28841694550706,-76.65259384135841,5M/D 0934,MD
1462532795000,39.29378628087499,-76.6487459154965,97361 C/A,MD
1462532918000,39.29244406185247,-76.661940356928,4M/D 2823,MD
1462532940000,39.29246450312956,-76.6619540151166,41203 C/B,MD
1462533458000,39.2798243796696,-76.65967524561876,JPE791,MD
1462533502000,39.29466747075185,-76.64975322454286,1BMI83,MD
1462533877000,39.28751406662155,-76.65325623814635,LHP277,MD
1462534197000,39.2923805374806,-76.6618979120334,6CME31,MD
1462534300000,39.29190829118522,-76.64970128975152,3CNY761,MD
1462534410000,39.28226724780706,-76.65765302620152,A252668,MD
